Gene	Missense_Path	Total_Path	Percent_Missense_Path
TTC21B	4	16	25.0
TTC21B-AS1	2	5	40.0
TTC25	0	2	0.0
TTC37	0	10	0.0
TTC7A	2	18	11.11
TTC8	1	5	20.0
TTI1	1	1	100.0
TTI2	1	1	100.0
MAK16	1	1	100.0
TTK	1	1	100.0
TTLL5	2	12	16.67
TTN	9	73	12.33
LOC101927055	0	1	0.0
TTN-AS1	18	661	2.72
TTPA	8	27	29.63
TTR	45	47	95.74
RIC3	0	1	0.0
TUBA1A	66	68	97.06
MZT2A	0	2	0.0
TUBA3E	1	1	100.0
TUBA4A	5	6	83.33
TUBA8	0	1	0.0
TUBB1	3	5	60.0
TUBB2A	11	11	100.0
TUBB2B	19	19	100.0
TUBB3	24	26	92.31
TUBB4A	32	35	91.43
TUBB4B	2	2	100.0
TUBB6	0	1	0.0
TUBB8	8	10	80.0
TUBB	3	11	27.27
TUBG1	5	5	100.0
TUBGCP4	1	5	20.0
TUBGCP6	2	16	12.5
TUFM	5	6	83.33
TULP1	10	19	52.63
TUSC3	0	3	0.0
TUT1	1	1	100.0
TWIST1	10	25	40.0
TWIST2	3	6	50.0
TWNK	8	35	22.86
TXN2	0	1	0.0
TXNDC15	0	2	0.0
TXNL4A	0	8	0.0
TYK2	0	8	0.0
TYMP	40	52	76.92
SCO2	7	30	23.33
TYR	46	75	61.33
TYROBP	3	4	75.0
TYRP1	1	3	33.33
LURAP1L-AS1	3	6	50.0
U2AF1	4	4	100.0
UBA1	2	3	66.67
UBA2	0	1	0.0
NPHP3-ACAD11	6	16	37.5
UBE2A	2	7	28.57
UBE2T	0	2	0.0
SNHG14	30	156	19.23
UBE3B	2	12	16.67
UBIAD1	6	10	60.0
UBN1	1	1	100.0
UBQLN1	0	1	0.0
UBQLN2	5	5	100.0
UBR1	5	8	62.5
UBTF	0	2	0.0
UCHL1	3	5	60.0
UCP3	1	2	50.0
UFC1	2	2	100.0
UFM1	1	2	50.0
UFSP2	2	2	100.0
C4orf47	1	1	100.0
UGT1A10	7	24	29.17
UHMK1	0	1	0.0
UIMC1	0	1	0.0
ULK2	1	1	100.0
UMOD	32	35	91.43
UMPS	2	2	100.0
UNC119	0	1	0.0
UNC13D	3	21	14.29
UNC45B	1	1	100.0
UNC80	8	25	32.0
UNG	1	3	33.33
UPB1	1	4	25.0
UPF3B	2	7	28.57
UPK3A	0	1	0.0
UQCC2	0	1	0.0
UQCC3	1	1	100.0
UQCRB	0	5	0.0
PDZD9	2	3	66.67
UQCRQ	1	1	100.0
UROC1	2	2	100.0
UROD	11	15	73.33
UROS	3	19	15.79
USB1	2	24	8.33
USH1C	2	37	5.41
USH1G	1	9	11.11
USH2A	47	320	14.69
LOC102723833	3	21	14.29
USP11	1	1	100.0
USP18	0	1	0.0
USP19	2	2	100.0
USP27X	1	2	50.0
USP7	0	1	0.0
USP8	3	4	75.0
USP9X	7	30	23.33
ALG11	2	6	33.33
UVSSA	1	2	50.0
VAC14	2	4	50.0
VAC14-AS1	1	1	100.0
TAPBPL	1	3	33.33
VANGL1	1	1	100.0
VAPB	2	2	100.0
VARS2	5	6	83.33
VARS	9	11	81.82
VARS2	1	1	100.0
VAX1	0	1	0.0
VCAN-AS1	0	11	0.0
VCL	1	7	14.29
VCP	15	15	100.0
VDR	13	16	81.25
VEGFC	0	3	0.0
VHL	44	82	53.66
LOC107303340	26	104	25.0
VIM-AS1	1	1	100.0
VIPAS39	2	8	25.0
VKORC1	4	4	100.0
VLDLR	1	9	11.11
VLDLR-AS1	1	1	100.0
VMA21	1	8	12.5
VPS11	1	1	100.0
VPS13A	1	11	9.09
VPS13B	9	304	2.96
VPS13C	1	6	16.67
VPS13D	4	7	57.14
VPS33A	1	1	100.0
VPS33B	0	16	0.0
VPS35	2	2	100.0
VPS37A	1	1	100.0
VPS45	3	3	100.0
VPS53	1	4	25.0
VRK1	2	7	28.57
FANCL	0	3	0.0
VSX1	1	2	50.0
VSX2	5	7	71.43
VWA3B	1	1	100.0
VWF	44	51	86.27
WAC	0	28	0.0
WARS2	2	5	40.0
WARS2-AS1	1	1	100.0
WARS	1	1	100.0
WAS	16	47	34.04
WASF1	0	3	0.0
WASHC4	1	2	50.0
WASHC5	9	15	60.0
WBP2	1	3	33.33
WDFY3	1	1	100.0
WDPCP	0	2	0.0
WDR11	1	1	100.0
WDR19	16	32	50.0
WDR26	4	13	30.77
WDR34	10	16	62.5
WDR35	10	27	37.04
WDR36	1	1	100.0
WDR45	5	44	11.36
WDR45B	0	1	0.0
WDR60	2	11	18.18
WDR62	10	32	31.25
WDR66	0	3	0.0
WDR72	3	10	30.0
WDR73	2	9	22.22
WDR81	0	5	0.0
WDR93	1	1	100.0
WEE2	1	3	33.33
WFS1	28	52	53.85
WHRN	0	9	0.0
WNK1	0	8	0.0
WNK2	0	1	0.0
WNK4	8	8	100.0
WNT10A	8	21	38.1
WNT10B	2	5	40.0
WNT1	0	7	0.0
WNT10B	0	1	0.0
WNT2B	0	1	0.0
LRRC37A2	1	2	50.0
WNT4	4	4	100.0
WNT5A	6	7	85.71
WNT7A	5	5	100.0
WRAP53	4	4	100.0
WRN	2	57	3.51
WT1	19	31	61.29
LOC107982234	0	7	0.0
WWOX	1	23	4.35
XDH	1	7	14.29
XIAP	0	11	0.0
XIRP1	0	1	0.0
XK	1	4	25.0
XPA	2	47	4.26
XPC	3	64	4.69
XPNPEP3	1	1	100.0
XPO1	3	3	100.0
XPR1	4	4	100.0
XRCC1	1	2	50.0
XRCC2	1	8	12.5
XRCC4	3	9	33.33
XYLT1	1	7	14.29
LOC102723692	1	3	33.33
XYLT2	0	2	0.0
YAP1	0	2	0.0
YARS2	11	18	61.11
YARS	5	6	83.33
YME1L1	1	1	100.0
YWHAG	3	3	100.0
YY1	3	7	42.86
YY1AP1	0	5	0.0
ZAP70	8	15	53.33
ZBTB16	1	1	100.0
ZBTB18	8	20	40.0
ZBTB20	10	15	66.67
ZBTB24	1	4	25.0
ZBTB42	2	2	100.0
ZC3H14	0	2	0.0
ZC4H2	6	18	33.33
ZDHHC9	4	9	44.44
ZEB1	1	5	20.0
ZEB1-AS1	0	1	0.0
ZEB2	10	137	7.3
LOC111721705	0	3	0.0
ZFHX3	0	2	0.0
ZFP30	1	1	100.0
ZFP57	3	7	42.86
ZFPM2	0	1	0.0
ZFPM2-AS1	6	7	85.71
ZFYVE16	1	1	100.0
ZFYVE26	0	54	0.0
ZFYVE27	0	1	0.0
ZIC1	1	5	20.0
ZIC2	1	16	6.25
LOC110008580	0	1	0.0
ZIC3	6	13	46.15
ZMPSTE24	2	13	15.38
ZMYND10	3	8	37.5
ZMYND11	4	17	23.53
ZMYND15	0	1	0.0
ZNF148	0	5	0.0
ZNF292	1	2	50.0
ZNF335	3	8	37.5
ZNF408	2	3	66.67
ZNF423	4	5	80.0
ZNF462	0	7	0.0
ZNF469	17	30	56.67
ZNF513	1	1	100.0
ZNF526	1	1	100.0
ZNF644	0	3	0.0
ZNF687	2	2	100.0
ZNF711	1	5	20.0
ZNHIT3	1	1	100.0
ZP1	0	1	0.0
ZP3	1	1	100.0
ZSWIM6	1	2	50.0
